seq,company_id,ref_site,title,emp_type,career,edu_level,due_date,province,city,job_duties,preferences,work_dw_name,work_condition,manager,phone,phone_visible,email,email_visible,salary_type,salary,negotiable,korean_level,industry,position,apply_type,apply_url,language,language_level,visa_sponsor,eligible_visa
IP11,㈜에이든랩,KLIK,일본 마케팅 및 일본 이커머스 신입 및 경력,FULL_TIME,EXPERIENCED,BACHELOR,2/14/25,1100000000,1168000000,"일본 마케팅 담당업무 (각 업무별 신입,경력자 지원 가능)

1. 일본 SNS 인플루언서 리서치 (유투브, 인스타그램, 틱톡, 트위터, X 등 SNS에 대한 이해도, 경험 있으신 분)
2. 인플루언서 커뮤니케이션 및 커뮤니티 관리
3. 에이든랩 일본 SNS 계정 운영 (컨텐츠 기획, 제작, 포스팅)
4. SNS 광고 마케팅 운영
5. 일본 인플루언서 콜라보레이션 제품, 프로모션 기획 등
6. 일본 디지털 광고, 퍼포먼스 마케팅 (인스타그램, 틱톡 및 기타 일본 메이저 매체)
7. 제품 카테고리 : 화장품, 다이어트 식품, 패션, 건강기능식품 등 소비재



일본 이커머스 담당업무 (각 업무별 경력자)

1. 운영채널 : 일본 큐텐, 아마존, 라쿠텐
2. 이커머스 운영 MD 기본 업무 (상점오픈, 상품 등록, 기획전, 이벤트/프로모션, 쇼핑몰 내부 광고운영 등)
3. 판매데이터 분석 및 report 업무
4. 물류 및 고객 CS
5. 카테고리 : 화장품, 패션, 건기식
6. 기타 마케팅 부서와 함께 일본 관련 온오프라인 프로모션 진행

* 화장품, 패션 등 트렌디한 브랜드를 좋아하시는 분, 일본을 좋아하시는 분, K&J-POP을 좋아하는 분
* 일본 출장 가능하신 분, 일본인도 가능하며 취업비자 지원
* 외국인 지원가능 (취업비자 지원)","1. 일본어 커뮤니케이션 가능자 (원어민, 유학자, 재일교포, 주재원 등 우대)
2. SNS 계정 운영 경험자
3. 화장품, F&B, 패션 등 소비재 브랜드 관련 경력자
4. 국내외 이커머스, 쇼핑몰 관련 업무 경력자
5. 외국인, 재일교포 지원 가능 (취업비자 지원)
6. 국내외 유학생, 해외경험자

* 담당업무 관련 경력이 없어도 지원가능하며, 이 경우 일본어 커뮤니케이션 능력이 필요합니다.",,"- 주 5일 근무
- 08:00 ~ 10:00 시차 출근제도 시행
- 입사 후 1년 내 스톡옵션 계약 및 팀 인센티브
- 협업툴 기반 업무소통 (Lark) 자유로운 휴가 가능
- 자유로운 회식 문화 : 월 1회 팀별 자유로운 문화활동 지원 사무실 루프탑
캠핑 지원
- 외국인 취업비자 지원
- 해외 출장 (해외 워케이션) 지원
- 명절 선물 / 경조사 지원
- 생일휴가 & 선물
- 직원 할인 구매 & 증정
- 커피머신 & 간식 Bar
- 팀 운영비 지원
- 모션데스크 지원",담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,ADVANCED,A090049,글로벌 일본 마케팅,HOMEPAGE,https://www.klik.co.kr/jobs/0H3K1G26TTD6P,JPN,NATIVE,TRUE,"F-2, D-10, E-7"
IP12,법무법인(유한)대륜,KLIK,법무법인(유한) 대륜 미래전략실 일본인 비서관 채용,IRRELEVANT,EXPERIENCED,BACHELOR,2/14/25,1100000000,1168000000,"ㆍ대표변호사 수행비서
ㆍ대표변호사 일정 수행·관리 등의 비서 업무
ㆍ각 부서 업무 현황 모니터링 및 우선순위 조정
ㆍ회의록 작성 및 유관부서와의 소통
ㆍ내부 및 외부 자료 조사 및 분석
ㆍ경영지원(매출 집계 보고, 사무보조)
ㆍ한국↔일본 이동근무
: 출장시 사택 또는 별도 숙박 지원
※ 입사 후 내부 기준 충족 시 보좌관으로 승진 가능","지원자격
ㆍ학력 : 대졸이상(4년)
ㆍ경력 : 무관(신입도 지원가능)
ㆍ대학교 학점 평점 3.0 이상만 지원 가능
ㆍ일본 국적자 (일본어에 능통한 자)
ㆍ한국↔일본 이동근무 가능자

우대사항
ㆍ한국어 능통자
ㆍ상경계열, 법학계열, 이공계열, 비서학 전공
ㆍ비서 자격증, 컴퓨터활용능력 자격증, 운전면허 자격증 소지자
ㆍ단정하고 깔끔한 자(성별무관)
ㆍ스케쥴 관리, 커뮤니케이션에 능숙한 분
ㆍ한-일 행사 통번역 경험을 보유하신 분
ㆍ교포, 해외 취업 및 유학자
ㆍ일본 체류경험 및 일본계 기업 경력자",,"ㆍ근무형태 : 정규직-시용기간 3개월(3개월은 계약직의 형태로 고용될 수 있습니다.)
★ 연봉 : 경력과 능력에 따른 업계 최고대우 / 희망연봉 기재 요망
※ 경력직의 경우 직전 연봉을 필히 함께 기재해주시기 바랍니다.
(지원시 원천징수증빙서류 제출 필)
★ 인사평가(성과평가) 우수자 대상으로 조기 연봉인상, 성과급, 인센티브 제도 운영

ㆍ근무일시 : 주5일(월~금) 09:00 ~ 18:00

ㆍ근무지역 : (07335) 서울특별시 영등포구 여의대로 108 파크원 타워Ⅰ 35층",담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,INTERMEDIATE,A010008,수행비서,HOMEPAGE,https://www.klik.co.kr/jobs/0JK546G51WN5R,JPN,NATIVE,TRUE,"F-2, F-4, F-5, E-7"
IP13,라인821(LINE821),KLIK,LINE821日韓交流マーケティングフリーランス募集,CONTRACT,IRRELEVANT,IRRELEVANT,2/14/25,1100000000,1168000000,"안녕하세요.
라인821 입니다.
저희 회사는 관광공사, 중소기업청 등 공공기관에서 진행하는 영향력있는 인기 마케팅을 진행해왔습니다.

정규직 전환 시에는 한일 컨텐츠 기획 및 마케팅 팀원으로 일하게 되시기에 더 큰 기회를 만드실 수 있습니다.
마케팅 및 리서치 업무로 재택 근무 및 다른 업무 (공부, 아르바이트)와 같이 하실 수 있습니다.

많은 지원 부탁 드립니다🙇🏻‍♂️","🔹 프로젝트에 따른 성과금
기본 지급 비용 외 프로젝트에 따른 성과금 측정하여 별도 지급
🔹 한국에 유학 또는 워킹홀리데이 온 일본인",,"🔹 근무 시간 조정 가능
🔹 재택 근무 가능/원격 근무 가능",담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,BASIC,A090049,마케팅 리서치,HOMEPAGE,https://www.klik.co.kr/jobs/0HXCRVDK0557D,JPN,NATIVE,FALSE,"D-2, D-4, D-10"
IP14,㈜맘모스,KLIK,안동시 맘모스 제과점 Baking Staff (F-2-R비자전환가능),FULL_TIME,IRRELEVANT,BACHELOR,2/14/25,1100000000,1168000000,"[ 제과점 제품 생산실 보조 ]
빵,과자,케익,디저트 생산보조 업무
재료 준비,손질,생산실 정리 청소
Baking assistant staff: making bread,cake,dessert,kitchen cleaning etc","•제과점,음식점,식품 가공,제조 공장 등 근무 경험자
Bakery or cafe,restaurant career
manufacturing plants or production operations career

•최소 1년 이상 근무 가능한 자
Work for at least 1 year

*D-2, D-10 비자 소지자는 TOPIK level 4부터, KIIP level 4부터 근무 가능합니다.
*시간제 취업 후 F-2-R비자 신청 가능합니다.
-출입국관리사무소(T:1345),K드림외국인지원센터에 문의
-비자 허가에 필요한 서류 중 본인 국가에서 발급한 범죄경력 증명서 필요(취업 전 미리 준비 필수)
-안동시 또는 예천군으로 체류지 변경 필수

Our company strictly complies with the Employment and Labor Act, so part-time workers are not hired from TOPIK levels 1 to 3.
(Also the same for those below KIIP level 4.)
Please be aware that illegal employment may result in foreigners being caught at the immigration office, and fines or deportations will be imposed.
Please apply after qualified TOPIK level requirements",,"-주 6일 07:00-16:00 (평일 휴무 weekday off)
-시간제: 평일 6.5시간, 주말 8시간*
-회사 직원 식당 점심식사 제공, 유니폼 제공, 휴게실
-4대보험 가입, 연장수당, 휴일수당, 연차수당 지급,퇴직연금 가입

*시간제: F-2-R 비자 허가 완료 전까지 시간제 근무",담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,MONTHLY_SALARY,2870000,FALSE,BASIC,A040016,주방 보조,HOMEPAGE,https://www.klik.co.kr/jobs/0JAKG2RC6F97K,,,FALSE,"D-2, D-10, F-2, F-4, F-5, F-6"
IP15,㈜키즈페이,KLIK,Looking for a native English teacher,FREELANCER,IRRELEVANT,IRRELEVANT,2/14/25,1100000000,1168000000,"This recruitment is for [Freelance English Teachers].

Kids Pay is recruiting overseas Koreans, and only foreigners with legal visas (F2/F4/F5/F6) can apply. *Visa status must be included in the resume.

The amount of payment varies depending on the contract period, completion of training, and class attendance period.

The class time is selected by the instructor who conducts the class between 10:00 and 16:00.

The following are examples and options selected by the freelance instructor.

If you conduct classes for 4-5 hours a day (10:00-16:00) at a kindergarten or daycare center.

A minimum of 2 million won and a maximum of 3.4 million won will be paid. (3.3% personal income tax and WCI (Workers' Compensation Insurance 0.292%) before deduction

1. Role of English Instructor

English instructors go to kindergartens and daycare centers contracted with Kidspay and teach with children.

2. Procedure

When applying, an interview is conducted with a foreign manager in charge of each region.

If you pass the interview, you will receive training.

After that, you will observe the actual class of the manager instructor and write a contract.

It can be shortened, but not increased.",,,"3. Work location
Gangnam, Songpa, Namyangju, Hanam, Suwon, Ilsan, Goyang, Yongin, Incheon, Pyeongtaek, Dongtan, Hwaseong, Seoul, Gyeonggi-do

4. Working conditions
Class time is up to 4~5 hours. 10:00~16:00.
25,000 won per 30 minutes (1 time) class.",담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,BASIC,A050024,원어민 영어 교사,HOMEPAGE,https://www.klik.co.kr/jobs/0HAJX32NTTD4N,ENG,NATIVE,FALSE,"F-2, F-4, F-5, F-6"
IP16,에스피이피센터,KLIK,2025 Summer Intensive Program(Apgujeong),CONTRACT,IRRELEVANT,BACHELOR,2/14/25,1100000000,1168000000,"Have you been looking to experience an exciting culture of Korea? Would you like to teach highly motivated students who are eager to learn? One-Stop Prep / 100 Classics conducts intensive courses during June, July and August for our annual Summer Intensive for SAT and junior literature programs!
If interested, please submit resume, recent photo and company application form to hrd2@intimesin.com (only shortlisted applicants will be contacted). Thank you and we look forward to hearing from you!

[Summer Intensive Program Offers]
• Junior Literature
• SAT (Reading, Writing) and ACT
• AP Subjects (Math up to calculus, Biology, Chemistry, US History, World History)

[Location /Class Schedule]
• Seoul, Gangnam-gu near Apgujeong Station (Subway Line. no. 3)
• Must be available to teach five days a week for approximately 30 ~ 40 hours per week
o Actual teaching hours may vary due to class schedule and employee’s performance
• Further details of class schedule, size, etc., will be discussed during the interview

[Training & Session Schedule]
• All candidates must attend mandatory training
o June Training: 06/09 ~ 06/13
✓ Option 1 (2 months): 06/16 ~ 08/08
✓ Option 2 (3 months): 06/16 ~ 08/27 (Must be willing to teach junior literature)
• Dates are subject to change according to the summer schedule

[Compensation]
• 30,000KRW per hour (Negotiable based on qualification)
• Instructor may work up to 40 hours a week and make up to 4,800,000KRW per month and 14,400,000KRW for three months of work
• 35,000KRW per hour for advanced math

[Benefits]
• Visa Sponsorship
• Airfare support
• Housing allowance support
• Health Insurance
• Korean Pension plan (dependent on nationality/visa type based on Korean law)
• Paid professional teacher training
• Weekly & monthly reward for best teachers
• Welcome packet and company uniform

[Airfare Reimbursement]
Company will provide instructor with economy class airfare between Seoul, Korea to instructor’s home country’s international airport upon successful completion of the contract term
• Round-trip : For working 3 months of the Summer Intensive
• One-way: For working 2 months of Summer Intensive

[Housing Support]
The company will provide housing stipend or accommodation for instructors for the duration of employment. Should instructors decide to utilize company housing, the company will pay for the monthly rent payment for the duration of the employment. The company housing will be dormitory-style studio apartments in Gangnam-gu area. If instructors decide to opt for housing stipend, the company will provide housing stipend in the amount of up to 400,000 KRW.","[Qualification]
• Must be eligible to work in Korea with an appropriate visa or must be a Korean national
o Must hold passport from USA, Canada, UK, Ireland, NZ, Australia, and South Africa
o Must hold minimum of Bachelor degree (notarized and Apostilled diploma)
o Must have clean nationwide criminal background check (with an Apostille)
• Candidates who can teach advanced math or science are preferred",,,담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,BASIC,A050024,국제학교 교사,HOMEPAGE,https://www.klik.co.kr/jobs/0JNSSDBRHWN7R,ENG,NATIVE,FALSE,"F-2, F-4, F-5, F-6, D-10, E-2"
IP17,㈜키즈페이,KLIK,Freelance English Instructor-only f visa,FREELANCER,IRRELEVANT,IRRELEVANT,2/14/25,1100000000,1168000000,"""Kids Pay offers new and fun classes to kindergartens and daycare centers.

This recruitment is for [Freelance English Instructors].

KidsPay is looking for native English speaking teachers. with legal visas (F2/F4/F5/F6) can apply.
*Visa status must be included in the resume.

The amount of payment varies depending on the contract period, completion of training, and class attendance period.

The class time is selected by the instructor who teaches between 12:00 and 16:00.

The following are examples and options selected by the freelance instructor.

If you teach 4-5 hours a day (12:00-16:00) at a kindergarten or daycare center.

A minimum of 2,000,000 won and a maximum of 3,400,000 won will be paid. (3.3% personal income tax and WCI (Workers' Compensation Insurance 0.292%) before deduction

1. Role of English Instructor

English instructors go to kindergartens and daycare centers contracted with Kidspay and teach with children.
-Each class lasts 30 minutes, and the necessary educational materials and teaching aids are sent by the company every month.
-The classes include learning new nursery rhymes, learning vocabulary, phonetics, and games.

2. Process

When applying, an interview is conducted with a foreign manager in charge of each region.
If you pass the interview, you will receive training.
After that, you will observe the actual class of the manager instructor and write a contract.


3. Work area

Gangnam/Songpa/Seocho, Gangdong, Hanam, Seongnam, Goyang/Gimpo, Gwangmyeong/Siheung/Bupyeong, Uiwang/Gunpo, Guro/Gangseo, Hwaseong/Suwon, Pyeongtaek/Anseong

4. Working conditions
The maximum class time is 4~5 hours. 12:00~16:00.
30 minutes per class (1 class) 25,000 won.

If you have a car, you can work more.

Young children have love, envy, affection, and trust for their teachers. If you start lightly and apply for a short-term part-time job, Kidspay recommends looking for other industries.

5. Other
Kidspay's English content
This is an English project that children can enjoy at their own level.
It's not about studying English, it's about playing with English.

6.Start date of employment
: from March 2025

*Please read carefully
https://teacher.kidspay.co.kr/applyteacher.vjs Please access this link, fill out the information, and send a text message. If you don't mind if the area you can work in is far from your residence, please include the relevant information in the text message.
or
Please send your resume by email. Please include your available work location, time zone, days of the week, whether you have a car, and type of visa in your email.

e-mail address : jwkim@kidspay.co.kr
phone call : 010-3072-2881

★Please apply only to those with an F visa.★""","- It would be nice if you had a driver's license
- It would be great if you have experience teaching children or have children",,"- 12:00 ~ 16:00
- a freelance lecturer",담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,BASIC,A050021,원어민 영어 교사,HOMEPAGE,https://www.klik.co.kr/jobs/0HWM07R32TD3K,ENG,NATIVE,FALSE,"F-2, F-4, F-5, F-6"
IP18,㈜키즈페이,KLIK,Looking for Freelance english instructor,FREELANCER,EXPERIENCED,BACHELOR,2/14/25,1100000000,1168000000,"[english nori]
English instructors go to kindergartens and daycare centers contracted with Kidspay and teach with children.
-Each class lasts 30 minutes, and the necessary educational materials and teaching aids are sent by the company every month.
-The classes include learning new nursery rhymes, learning vocabulary, phonetics, and games.

[block talk]
This instructor uses """"Bell Baby magnetic blocks"""" to help infants aged 3 to 4 develop the fine motor skills necessary for their development while also providing them sith fun activities.
- visit a daycare center and conduct a demonstration/ regular class on infant block play for 3-4 years old.

* Job Requirements
[english nori]
-People with talent and positive energy who can sing and dance along with children.
-People who can have fun playing with children as on.

[block talk]
-People who can make eye contact with young children and love them.
-People with warm hearts and generous hearts.

[Common Points]
- English Speakers.
-F2,4,5,6 visa","-Person with experience in education fields such as daycare centers, kindergartens, early childhood education, and visiting classes
-Native English speakers
-korean speaking
-car owner
",,"The maximum class time is 4~5 hours. 12:00~16:00.
'English nori' 30 minutes per class (1 class) 25,000 won.
'block talk' 20minutes per class (1class) 30,000 won.",담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,BASIC,A050024,원어민 영어 유치원 교사,HOMEPAGE,https://www.klik.co.kr/jobs/0JNPNV13CA55H,ENG,NATIVE,FALSE,"F-2, F-4, F-5, F-6"
IP19,㈜리팅랩스,KLIK,태국 CS 상담원(온라인) 경력직,FULL_TIME,EXPERIENCED,BACHELOR,2/14/25,1100000000,1168000000,"태국 환자 온라인 상담 및 고객 응대 / 주요 채널: 태국 라인(Thai Line)
태국 에이전시와의 연락 및 응대/ 태국 에이전시와의 원활한 커뮤니케이션
태국 현지 상담회 상담 통역 / 태국 상담회에서 전문적이고 정확한 통역
태국 환자 원내 상담 시, 상담 통역 / 병원에서 태국 환자 통역 지원","학력: 대졸이상(학사)
경력: 성형외과/피부과 태국어 환자 상담 업무 경험 2년~5년
언어: 타이어/영어 원어민 수준 구사
장기 근무 비자 가능자 (E/F) , 해외 출국에 결격 사유가 없는 자
Microsoft OS , SNS 기초 지식 보유자
성형수술, 시술, 피부 관리 등 뷰티에 관심이 많은 분",,"- 정규직
- 주5일(월~금), 10:00~19:00 (점심 13:00~14:00)
- 서울 강남구 강남대로 152길 22번지, 5층 (신사역 8번출구 도보 4분)
[복지혜택]
• 월 식대 20만원 별도 지급 (비과세)
• 직원 및 가족 대상 병원 할인 혜택 (연간 1,000만원 한도)
• 입사 기념일 포상 휴가+ 포상금 지급 (1년/2년/3년~ 혜택 up)
•  개인 성장을 위한 도서 구입비 지원, 온라인 교육 플랫폼 지원
• 생일 조기 퇴근
• 묻지도 따지지도 않는 반차/연차
• 명절 상여금 지급 (설, 추석)
• 산전 후 휴가, 육아 휴직 지원
• 팀 회식비 지급(회식 강요 없음)
• 저녁 제공(1인당 1만원 배달)
• 경조사지원(최소 20만원 ~ 최대 150만원)
• 퇴직금 별도",담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,ADVANCED,A070042,병원 고객 상담,HOMEPAGE,https://www.klik.co.kr/jobs/0HJMKZD8KD100,"ENG, THA","ADVANCED, NATIVE",TRUE,"F-6, D-10, F-4, F-2, F-5, E-7"
IP20,주식회사 인프랩,KLIK,[판교] 글로벌 마케팅 매니저 (일본어/日本語),CONTRACT,IRRELEVANT,IRRELEVANT,2/14/25,1100000000,1168000000,"- 커뮤니티 마케팅: 미국, 일본 등 담당 지역의 주요 온라인 커뮤니티에서 활동하며 잠재적인 인프런 유저들의 질문에 답변하고, 인프런의 유용한 콘텐츠를 소개합니다.
- 온라인 마케팅: 다양한 마케팅 채널과 방법을 통해 인프런의 콘텐츠와 서비스를 효과적으로 알리고, 신규 유저를 유입하는 전략을 실행합니다.","- 온라인 커뮤니티에서 소통하고 교류하는 것을 즐기는 분
- 비즈니스 레벨의 일본어를 구사하며, 한국어로도 원활하게 소통할 수 있는 분
- 사람들의 고민이나 궁금증을 듣고 이해하며 공감할 수 있는 분
- 문제를 함께 해결하는 것에 기쁨을 느끼는 분
- 솔직하면서도 부드럽게 소통할 수 있는 능력을 갖춘 분",,"✅확인사항✅
- 약 6개월의 기간 동안 계약직으로 근무합니다.
- 이력서가 접수되면 심사를 거쳐 서류 전형 통과자에게 개별 연락드립니다.
- 접수 마감일은 별도로 정해져 있지 않으며, 채용시 종료됩니다.
- 본 포지션에 대하여 궁금하신 점은 hiring@inflab.com으로 문의 바랍니다.

🌱근무 환경🌱
- 월요일 오후 1시 출근
- 인프런 강의 무제한 수강 가능
- 자기 계발을 위한 도서 · 교육비 지원
- 1시간 30분의 점심시간, 식대 지원
- 최신 버전의 업무 장비 지원
- 새로운 팀원과 가까워지는 랜덤 런치
- 2개월마다 찾아오는 리프레시 데이
- 재미있는 휴가들 (생일 조기퇴근...etc) 등",담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,ADVANCED,A090050,온라인 커뮤니티 마케팅,HOMEPAGE,https://www.klik.co.kr/jobs/0JED1ZER23S7K,JPN,NATIVE,TRUE,"D-2, D-4, F-2, F-5, F-4, F-6, D-10"
IP21,㈜단군소프트,KLIK,일본 현지 영업 관리 (경력),FULL_TIME,IRRELEVANT,IRRELEVANT,2/14/25,1100000000,1168000000,"세계로 나아가는 단군소프트

단군소프트는 한국을 넘어 APAC 지역의 소프트웨어 비즈니스를 선도하는 글로벌 기업으로의 도약을 목표로 하고
있습니다. 프로그래머와 디자이너에게 필요한 툴과 솔루션들을 제공하고 컨설팅 하며 DevOps 와 Design System
솔루션 공급을 위한 포트폴리오를 구축해 나가고 있습니다. 전문적인 능력을 보유하고 다양한 언어를 구사하는
구성원들의 노력으로 글로벌 기업으로의 도약을 하고 있으며, 유럽, 미국, 일본, 동남아시아 등 다양한 국가와 문화에
대한 적응력을 갖추기 위해 글로벌 네트워크를 확장하고 있습니다.

발전하는 단군소프트

단군소프트는 국내외 유명 소프트웨어 개발사와 파트너쉽을 보유하고 있으며, 제품 개발 및 디자인 프로세스 개선,
IT 인프라 컨설팅 및 기술지원, 백업 시스템 컨설팅 및 구축 등 고객의 비즈니스 성공을 위한 다양한 솔루션을 제공하고
있습니다. 새롭게 떠오르는 혁신적인 솔루션을 가장 먼저 파악하고 학습하여 지속적으로 신규 파트너쉽을 확장하고
있습니다. 다양한 파트너쉽과 전문적인 기술력을 바탕으로 고객의 요구사항에 맞는 맞춤형 서비스를 제공하고 있습니다.

[담당업무]
일본 현지 영업 및 법인 관리 (팀장급)
JetBrains 제품 기업 영업 (JetBrains 일본 총판)
일본 법인 영업관리 (JetBrains 일본 총판)
일본 온/오프라인 마케팅 운영 및 관리
일본 리셀러 및 파트너 영업 및 관리

[자격 요건]
학력 : 초대졸 이상
전공 : 무관
일본어 능숙자
Microsoft Office(Outlook, Excel, PowerPoint) 활용
업무 능숙자

[우대 사항]
해외법인 관리 경험자 우대
마케팅 업무 경험자 우대
외국어(영어) 능숙자 우대","중국어가능자, 일본어가능자, 관련 자격증 보유자, 유관업무 경력자, 관련 학과 전공자, 영어가능자, 컴퓨터활용능력 우수자",,"산재보험, 고용보험, 경조금, 건강보험, 건강검진, 음료/간식 제공, 아침 식사 지원, 경조휴가, 국민연금 , 웰컴키트, 탕비실, 연차제도",담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,ADVANCED,A080044,영업 관리,HOMEPAGE,https://www.klik.co.kr/jobs/0H1M0DG8BX97X,"ENG, JPN","ADVANCED, ADVANCED",FALSE,UNKNOWN
IP22,에스피이피센터,KLIK,[FT] Biz English Teacher -Seoul/Gyeonggi,FULL_TIME,EXPERIENCED,BACHELOR,2/14/25,1100000000,1168000000,"[FT] Biz English Instructor
[Job Description]
• Type of Class: Business English & Communication Skills (Speaking)
• Students: Business Professionals
• Levels: All levels
• Class size: Group class and/or 1:1
• Curriculum: Standardized Curriculum and Course Books (training provided)

[Basic Qualifications]
• Candidates with prior Experience in corporate field (over 1 year) or teaching business English (over 1 year) is preferred
• Bachelor’s degree in Business, Education or English is preferred

[Full-Time Locations]
[FT] Seoul & Gyeonggi (서울 & 경기)
• Schedule varies depending on the main teaching location
➢ Seoul: Seocho, Gangnam, Yongsan, Yeongdeungpo, Online, etc.
➢ Gyeonggi: Uiwang, Pangyo, Gwangmyeong, Yongin, Hwasung, Anyang, Online etc.
• Class Schedule: 5~8 teaching hours/day
➢ Monday ~ Friday 7AM ~ 5PM or 11AM ~ 8PM
➢ Monday ~ Friday 8AM ~ 6PM or 10AM ~ 7PM
➢ Monday ~ Friday 2PM ~ 10PM
➢ Monday ~ Friday 10AM ~ 6PM or 12PM ~ 8PM
• Lunch or dinner break available
• Start Date:
➢ April 28, 2025 (one week training in April)

[Salary]
• Based on 100 ~ 120 teaching hours: 2.5 ~ 2.87 million
• Extra housing stipend of 400,000KRW will be provided for E2 and F visa only
• Best Teacher Awards

[Full-time Teaching Position Benefits]
• E2 Visa Sponsorship
• Health Insurance
• Korean Pension plan (dependent on nationality/visa type based on Korean law)
• Severance
• Paid annual leaves and national holidays
• SPEP’s professional teacher training
• Housing allowance support for E2 and F visa holders
• Airfare support for E2 and F visa holders","[Minimum Requirements for any of our teaching positions]
• Must be native English speakers from USA, Canada, Australia, UK, New Zealand, Ireland, and South Africa to be eligible for E2 Visa
• All potential candidates must hold a minimum of a Bachelor degree from an accredited four-year university located in a country in which the native language is English (USA, Canada, Australia, UK, New Zealand, Ireland, and South Africa).
• Must have Original Diploma *Notarized with an Apostille
• Must have Nationwide Criminal Background Check *with an Apostille",,"Speaking Proficiency Enhancement Program (SPEP)
SPEP is one of the fastest growing and promising educational institutions specializing in English speaking enhancement. SPEP is looking for professional corporate trainers in all areas who wish to expand career into business English education.

Please submit your recent resume, photo, and SPEP application form to hrteam2@spep.co.kr. (Only short-listed applicants will be contacted. Thank you for your understanding.)",담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,BASIC,A050024,원어민 영어 교사,HOMEPAGE,https://www.klik.co.kr/jobs/0JNSQMD9FK97J,ENG,NATIVE,FALSE,"F-4, F-2, F-5, F-6, D-10, E-2"
IP23,하이디라오 코리아(유),KLIK,하이디라오코리아(유) 대학로점 홀서비스 주방보조 직원 채용,FULL_TIME,EXPERIENCED,BACHELOR,2/14/25,1100000000,1168000000,"홀서비스: 메뉴주문 서빙 고객관리 예약관리 위생관리 등

주방보조: 재료손질 간단메뉴조리 식기세척 서빙 주방위생관리 등

네일아트: 대기손님 케어/젤네일 간단서비스 제공 등","-인근거주자, 즉시출근가능자, 유사업무경험자, 보건증 소지자

-서비스업계 이해도가 높은 자",,"*급여

[정직원]

-10시간제：280만원~300만원

-8시간제：240만원~250만원

-야간(9시간제) : 320만

（수습기간 1~3개월, 업무평가에 따라 정직원 조기 전환 가능）



[파트타임]

급여: 시급 11,900원(주휴수당 포함)

연장, 심야, 공휴일수당 별도지급



*근무시간 : 주5일 (휴무일 협의가능)

- 10시간제 : 10:00~22:00 (휴게시간 2시간 포함)

- 8시간제 : 10:00~20:00 (휴게시간 1시간 포함)

- 9시간제(야간) : 22:00~08:00(휴게시간 2시간 포함)

- 파트타임: 매장과 협의",담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,BASIC,A040018,주방보조,HOMEPAGE,https://www.klik.co.kr/jobs/0H5TDKWGETD5M,CMN,NATIVE,FALSE,"F-2, F-5, F-4, F-6, D-2, D-4"
IP24,㈜툰잉,KLIK,"독일어 에디터 (1년, inhouse)",CONTRACT,IRRELEVANT,IRRELEVANT,2/14/25,1100000000,1168000000,"1) 번역

- ‘한국어-독일어’ 웹툰 번역
- ‘한국어-독일어’ 웹툰 번역물 감수 및 QC


2) 일정 및 인력 관리

- 프리랜서 인력 관리


3) 품질 관리

- 번역 컨텐츠 품질 관리
- 작품 관련 정리 자료 작성(설정집/Glossar)","[필수요건]



- 나이, 성별 무관
- 해당 직무 경력 1년 이상 (웹툰/웹소설 등 콘텐츠 한-독 현지화 경험)
- 한국인 또는 취업 가능한 비자 소지자 (E7, F2, F4, F5, F6)
- 원어민 수준의 독일어&한국어 능력
- 독일어 : 최소 Abitur 졸업 수준, 문법에 강하신 분
(ex : 문장부호 사용법 등)
- 외국인의 경우 TOPIK 6급 이상 혹은 그에 준하는 한국어 능력
- 작업 일정을 잘 세우고 지키시는 분
- 꼼꼼하고 성실하신 분
- 다양한 웹툰 장르에 친숙하신 분 (BL/GL, 사극, 판타지, 로맨스, 성인물, 액션, 스릴러 등)",,"- 계약 형태 : 1년 계약직
- 근무 지역 : 서울특별시 중구 서소문로 89-31 알라딘 빌딩 9층
- 근무 시간 : 월요일부터 금요일까지 주 5일 / 주 40시간
- 유연근무제 (7am ~ 10am 자유롭게 출근)
- 급여 : 면접 후 결정",담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,NATIVE,A130071,통번역,HOMEPAGE,https://www.klik.co.kr/jobs/0HC7C306QQD7Z,DEU,NATIVE,TRUE,"F-2, F-4, F-5, F-6, D-10, E-7"
